context,from,to,weight
stress-awareness-day,derzul,DogsTrust,1
national-dyslexia-week-2018,shortcharlotte,SilentShe,1
nutrition-and-hydration-week-2018,mynameisandyj,HannahLHartnett,1
brain-awareness-week-2018,lauraignez,neuroscience,1
mnd-awareness-month-2018,bethjmot,NickGoldup1,1
16-days-of-action-2018,beccadc9,nnedv,1
jeans-for-genes-day,rachele24127244,WAlvingtonLAP,1
carers-week-2018,islasvoice,HappyLittleHugh,1
wear-purple-for-jia-2018,andylucia,Ed_Miliband,1
mnd-awareness-month-2018,cris_hoskin,ah241,1
experience-of-care-week-2018,elliebiancausa,CamdenClarkMC,1
epilepsy-awareness-purple-day-2018,nemusan39,gblagden,1
experience-of-care-week-2018,jocelyncornwell,clairejukesy,1
wear-purple-for-jia-2018,missandersonlhs,Ed_Miliband,1
experience-of-care-week-2018,trumperb,UHBristolNHS,1
ovarian-cancer-awareness-month-2018,ekuzevska,Nightowlmama,1
mental-health-awareness-week-2018,emilywho,JamesMelville,1
nutrition-and-hydration-week-2018,mynameisandyj,NGHHammerson,2
brain-injury-week-2018,headwaywearside,UKABIF,1
brain-injury-week-2018,cdeh27,UKABIF,1
rare-disease-day-2018,rickyrash5,TheGoldWaterUS,1
brain-awareness-week-2018,umneuroscinet,JHUBME,1
dry-january-2018,donk48,DrinkTg,1
mens-health-week-2018,marzie2016,Place2Be,1
mens-health-week-2018,tcmurphy151,Mick_Finnegan,1
cervical-cancer-prevention-week-2018,csp_allegcattco,AmericanCancer,1
stress-awareness-day,rositastef,Skybluerick1,1
time-to-talk-day-2018,guerillagirly1,The_UnSilent_,1
cervical-cancer-prevention-week-2018,deannateoh,SGO_org,1
national-dementia-carers-2018,alysonthomas21,CareQualityComm,1
eating-disorder-awareness-week-2018,ramhhe,StudentMindsOrg,1
mnd-awareness-month-2018,esthersamsonpr,Vicky_100K4MNDA,1
rare-disease-day-2018,erzagerard,s_assbague,1
mnd-awareness-month-2018,ianlpratt,Vicky_100K4MNDA,1
mens-health-week-2018,vijaykantmotir2,gauravsatle,1
no-smoking-day-2018,thebecsoc,PHBucks,1
mental-health-awareness-week-2018,iiovelauryn,JamesMelville,1
rare-disease-day-2018,littleredtree60,gofundme,1
wear-purple-for-jia-2018,carley1982,NRAS_UK,1
mens-health-week-2018,healthpolicynew,TheAtlHealth,1
national-dementia-carers-2018,fiannafailldn,irishinbritain,1
brain-injury-week-2018,headway_dundee,CKellyLaw,1
16-days-of-action-2018,janemegsa,KentPage,1
epilepsy-awareness-purple-day-2018,theamyanonymous,liamsdravetarmy,1
carers-week-2018,londontoparis18,alzheimerssoc,1
stress-awareness-day,lavancaroline,MindCharity,1
16-days-of-action-2018,sheenaibrahim1,DogsTrust,1
mental-health-awareness-week-2018,asm666_asm,erezshek,2
brain-awareness-week-2018,cghosh_,pknoepfler,1
national-dementia-carers-2018,motherfantaskis,QueensTheatreH,1
brain-awareness-week-2018,mhall55nine,jopackaj,2
ovarian-cancer-awareness-month-2018,awomensthing,TEALWALK,1
eating-disorder-awareness-week-2018,dora959,nchawkes,1
mnd-awareness-month-2018,mndassoc,Helping_HandsUK,1
mens-health-week-2018,frandathomas,HIPSTL,1
cervical-cancer-prevention-week-2018,morganmoves,RCObsGyn,1
jeans-for-genes-day,harrysloaferss,MrsAnneTwist,1
dementia-action-week-2018,nuclearpolice,CNCHinkleyPoint,1
national-dementia-carers-2018,nursesteve82,alzheimerssoc,1
no-smoking-day-2018,aileenmcguinne1,publichealthni,1
dry-january-2018,louchaud,DrinkTg,1
dementia-action-week-2018,kenquinn71,Livvylives72,1
national-dementia-carers-2018,_emeraldeye_,emmabraz01,1
no-smoking-day-2018,bbroptometry,myvisionmatters,1
jeans-for-genes-day,magsallan,findacure_fdn,1
dementia-action-week-2018,mikecounsellor,CNCHinkleyPoint,1
dry-january-2018,sajuebon,luscombedrinks,1
ocd-awareness-week-2018,w334800,lwbean,1
epilepsy-awareness-purple-day-2018,sxybio,LibDems,1
brain-injury-week-2018,harrietbrooks89,NovumLaw,1
elf-day,nhshullccg,michaelfoers,1
ocd-awareness-week-2018,tsuugummy,lwbean,1
stress-awareness-day,costallsk,NHSuk,1
carers-week-2018,ljjackson_1,HajBrum,1
national-dementia-carers-2018,smay54may,alzheimerssoc,1
mens-health-week-2018,coolmentoring,NMCPHC,1
mental-health-awareness-week-2018,petelassey,JamesMelville,1
no-smoking-day-2018,k8enics,HealthySoT,1
cervical-cancer-prevention-week-2018,suzannetrask,samyarwood89,1
time-to-talk-day-2018,elliedionne,2020Comms,1
brain-injury-week-2018,vhgill,NorfolkWHeadway,1
rare-disease-day-2018,cfaware,cffschroeder,1
mens-health-week-2018,petermartinsept,amapresident,1
jeans-for-genes-day,ieeveleen,BlancheNevile,1
national-dyslexia-week-2018,karenjitkamal,272BookFaith,1
brain-injury-week-2018,nwabimanchester,PMneurophysio,1
rare-disease-day-2018,netsparkes,Elizabe46045399,1
mnd-awareness-month-2018,mndcovwarks1,NickGoldup1,1
mens-health-week-2018,outreachsab,CMHA_AB,1
eating-disorder-awareness-week-2018,mayatamsgray,BeatEDSupport,1
brain-injury-week-2018,headwaydevon,RachelBotell,1
mental-health-awareness-week-2018,joncon77,hatttiegladwell,1
dementia-action-week-2018,institutehpe,EustacedeSousa,2
national-dyslexia-week-2018,lou_signs,HellionHarvey,1
elf-day,wesaynisa,NisaRetail,1
ocd-awareness-week-2018,robonavi,lwbean,1
national-dementia-carers-2018,dementiasherpa,Jeff_Borghoff,1
stress-awareness-day,coricodre,NHSuk,1
dry-january-2018,indiechester,chesterdotcom,1
jeans-for-genes-day,sarahnajera,MrsAnneTwist,2
ocd-awareness-week-2018,lalorie_,lwbean,1
epilepsy-awareness-purple-day-2018,ndpapc,OntarioNDP,1
national-dementia-carers-2018,katkish85,CareQualityComm,1
no-smoking-day-2018,tobaccofreecny,smokefreelifeOx,1
wear-purple-for-jia-2018,the_evil_barbie,VersusArthritis,1
carers-week-2018,longridgedfc,WomensInstitute,1
16-days-of-action-2018,awava_women,lav__k,1
mental-health-awareness-week-2018,denathisgaming,JamesMelville,1
epilepsy-awareness-purple-day-2018,nancy_610,jaimelynn90,1
epilepsy-awareness-purple-day-2018,christianandrad,PueblaBronca,1
rare-disease-day-2018,victory1261,RVAwonk,1
rare-disease-day-2018,martarayolunar,Asphalion,1
ocd-awareness-week-2018,theelectraag,lwbean,1
wear-purple-for-jia-2018,crtviewpoint,CRTViewPoint,1
elf-day,ymtgardenwatch,YMT_Chris,1
carers-week-2018,involvet1,Familywork123,3
brain-awareness-week-2018,dana_fdn,brainfilmfest,1
cervical-cancer-prevention-week-2018,chenghoonmaher,grace_women,1
experience-of-care-week-2018,kpoleeds,VM_Institute,1
ocd-awareness-week-2018,weirdaholic,lwbean,1
mnd-awareness-month-2018,np_oreilly,Vicky_100K4MNDA,1
eating-disorder-awareness-week-2018,carriemaisie,OliviaGoodwill,1
mens-health-week-2018,coolmentoring,SpermChk,1
elf-day,mrsrackleyccms,LingleAveElem,1
experience-of-care-week-2018,nobismhealth,savvy_coop,1
ocd-awareness-week-2018,rexwheelie,lwbean,1
elf-day,barryoor,heartofacutemed,1
elf-day,greatcareco,alzheimerssoc,1
jeans-for-genes-day,sasafofa5,MrsAnneTwist,2
carers-week-2018,sisterpguitar,Musicastherapy,1
wear-purple-for-jia-2018,misspond,Ed_Miliband,1
time-to-talk-day-2018,sterlingjoy94,HelpFaithHeal,1
epilepsy-awareness-purple-day-2018,pitufinalopez,carmenmoriginal,1
national-dementia-carers-2018,cg_carrgomm,alzheimerssoc,1
eating-disorder-awareness-week-2018,becky_1983,RDaSH_CAMHS,1
brain-injury-week-2018,bodagallon,achanceforlife,1
16-days-of-action-2018,bilbandel,Doyna_sn,1
rare-disease-day-2018,susanweiland7,bagit4u,1
jeans-for-genes-day,icenimagazine,WGAsolicitors,1
ovarian-cancer-awareness-month-2018,eatonrifles1,verucor,1
eating-disorder-awareness-week-2018,smeloniew1970,EBPUnit,1
no-smoking-day-2018,jennyirvine5,ARCHLCLTD1,1
stress-awareness-day,thegorilla1972,brian_bilston,1
rare-disease-day-2018,unccv95,HDReach,1
ocd-awareness-week-2018,mohosms,lwbean,1
rare-disease-day-2018,_usa_impact,bannerite,1
ovarian-cancer-awareness-month-2018,nikkimacmillan2,filoktimon,1
rare-disease-day-2018,mseetin,the_mvierra,1
experience-of-care-week-2018,vasey_sue,Herrings18,1
epilepsy-awareness-purple-day-2018,terimooring,BCLegislature,1
rare-disease-day-2018,ctpdenver,ChelseaClinton,1
stress-awareness-day,susanmu0,DitchtheLabel,1
16-days-of-action-2018,kertg,DogsTrust,1
mnd-awareness-month-2018,ajvalliant2025,boltonhospice,1
elf-day,trusatcgal,ashover_team,1
ocd-awareness-week-2018,spooky_dollie,lwbean,1
time-to-talk-day-2018,ghkimball,The_UnSilent_,1
dementia-action-week-2018,vera_harle,AvrilChaffeyPR,1
mnd-awareness-month-2018,maddisonfay1,jampips,1
ocd-awareness-week-2018,mayfpbarros,lwbean,1
cervical-cancer-prevention-week-2018,alisonparker01,rdash_nhs,1
ocd-awareness-week-2018,xxelxa,lwbean,1
mental-health-awareness-week-2018,aljaberuae,SteliosKiosses,1
dementia-action-week-2018,thewishingwellp,MidCheshireNHS,1
stress-awareness-day,susanmu0,leedslibraries,1
wear-purple-for-jia-2018,nitawhite1,Ed_Miliband,1
rare-disease-day-2018,sparkiesparks1,RVAwonk,1
cervical-cancer-prevention-week-2018,miss_sue22,Advaxis,1
national-dyslexia-week-2018,nasusscarlett,Wordsharkv5,1
nutrition-and-hydration-week-2018,mynameisandyj,HellonMarie,1
national-dyslexia-week-2018,africanbread276,MrWorkSmarter,1
mnd-awareness-month-2018,alexhynes,alex_morty,1
dry-january-2018,shepherdess1979,31DOVER,1
mental-health-awareness-week-2018,alebutterfield,JamesMelville,1
national-dementia-carers-2018,kohinor64,alzheimerssoc,1
no-smoking-day-2018,jwhitingecch,SmokfreeNorfolk,2
elf-day,ashcrofts,SelkirkHouse,1
epilepsy-awareness-purple-day-2018,doxeymoron,kevinkays,1
ocd-awareness-week-2018,farewelldecency,lwbean,1
16-days-of-action-2018,novakchristoph,SBeattieSmith,1
carers-week-2018,wxmchmvc,HarrowMVC,1
time-to-talk-day-2018,faithngd,WriterJen19,1
wear-purple-for-jia-2018,diederikdecock,CapsieNair,4
experience-of-care-week-2018,lrennfhima,FLHospitalAssn,1
national-dyslexia-week-2018,bandgeek70,SilentShe,1
carers-week-2018,nnpcf,NHSEngland,1
stress-awareness-day,valynn12,CrisisTextLine,1
brain-injury-week-2018,germantwitchrt,Heyu2all,1
brain-awareness-week-2018,dobbsgirl88,MichaelJFoxOrg,1
rare-disease-day-2018,theibta,CERNfoundation,1
time-to-talk-day-2018,navysaltrich,The_UnSilent_,1
mens-health-week-2018,fancysez,VCHhealthcare,1
eating-disorder-awareness-week-2018,hhsgov,StopBullyingGov,1
mnd-awareness-month-2018,mnd_rwb,NickGoldup1,1
stress-awareness-day,lexstruck,calm,1
stress-awareness-day,usefulinfo101,VisitIOW,1
stress-awareness-day,piebaldlady,DogsTrust,1
eating-disorder-awareness-week-2018,brendakae42,EmiForLove,1
wear-purple-for-jia-2018,optom,liz_m_bee,1
epilepsy-awareness-purple-day-2018,6eecd3067c624ad,EpilepsiaEspana,1
nutrition-and-hydration-week-2018,janehslm,UHDBTrust,1
mens-health-week-2018,rentstartspelth,mentalhealth,1
carers-week-2018,auty_but_nice,HappyLittleHugh,1
eating-disorder-awareness-week-2018,chriswright46,fccwsurvivor,1
dry-january-2018,shaynes516,ChocTradingCo,1
ocd-awareness-week-2018,amylia_leblanc,zoewhittall,1
dementia-action-week-2018,equalpeoplenet,SouthTyneLibs,1
16-days-of-action-2018,wgarnews,CCYPVictoria,1
jeans-for-genes-day,annemcallus,fragilexuk,1
eating-disorder-awareness-week-2018,saphnasharonobe,NWBoroughsNHS,1
ocd-awareness-week-2018,m1tz0,lwbean,1
cervical-cancer-prevention-week-2018,btrfly12,MayoCancerCare,1
nutrition-and-hydration-week-2018,mynameisandyj,Tarrynki,1
national-dementia-carers-2018,nessierogers,alzheimerssoc,1
dementia-action-week-2018,angela_nshg,NorthStarHG,1
16-days-of-action-2018,arlenecreighton,Noreenmcclella1,1
mens-health-week-2018,wrapitupharder,CDCSTD,1
mnd-awareness-month-2018,mndcovwarks1,ah241,1
16-days-of-action-2018,racheleaoni,safelives_,1
wear-purple-for-jia-2018,jia_matters,walloyd,1
mental-health-awareness-week-2018,ryannmacc2,miamiuniversity,1
brain-awareness-week-2018,martysalo,LundbeckUS,1
ovarian-cancer-awareness-month-2018,ob_manda,BethFratesMD,1
epilepsy-awareness-purple-day-2018,kels_andrade,attsandiego9,1
16-days-of-action-2018,roselawnps4b,UN_Women,1
jeans-for-genes-day,mai_nasser_,MrsAnneTwist,1
ocd-awareness-week-2018,knroberts720,lwbean,1
16-days-of-action-2018,wortha2ndchance,CCYPVictoria,1
dementia-action-week-2018,charlie20158,SilverSanteEU,1
dry-january-2018,kp00le,JamesKiedisUK,1
eating-disorder-awareness-week-2018,meganellaa,BeatEDSupport,1
16-days-of-action-2018,shanticate,womensaid,1
nutrition-and-hydration-week-2018,marialeveridge,RchtDietitians,1
elf-day,heratywellsymt,YMT_Chris,1
mens-health-week-2018,maxsernamx,Herbalife24,1
cervical-cancer-prevention-week-2018,ukcharitytues,eveappeal,1
rare-disease-day-2018,robynnissim,StephESlater,1
mnd-awareness-month-2018,chelseadee6,MNDeventsPlym,2
dementia-action-week-2018,seapadvocacy,HealthWWBerks,1
jeans-for-genes-day,gavin1611,solomonslaw,1
carers-week-2018,ed_etd,Shubhanna,1
rare-disease-day-2018,boalsburg2018,PAWWFH,1
brain-awareness-week-2018,trishnabharadia,GavinGiovannoni,1
time-to-talk-day-2018,jollyfatgit,GumOnMyShoeBook,1
16-days-of-action-2018,drjoycebanda,CLUBdeMADRID,1
wear-purple-for-jia-2018,rebeccajonesmcr,sarahlouash,1
mens-health-week-2018,porsch_network,NightlineAssoc,1
mnd-awareness-month-2018,mndmanchester,Moz0373Runner,1
16-days-of-action-2018,alotaibi660,UNarabic,1
epilepsy-awareness-purple-day-2018,froggysmama,TENofficial,1
stress-awareness-day,chemixtaka30,sciencedirect,1
stress-awareness-day,bpzmag,calm,1
national-dyslexia-week-2018,debmcm1989,Jisc,1
dementia-action-week-2018,stephan84533574,POhWERadvocacy,1
mens-health-week-2018,coolmentoring,HowManyMiles_,1
jeans-for-genes-day,kfallan,KaizenPrimary,1
carers-week-2018,stefan_laurell,RAFBF,1
brain-injury-week-2018,clin_neg,1HannahCarr,1
dry-january-2018,shopnotts,getonify,1
no-smoking-day-2018,pharmacycomplet,PSNCNews,1
brain-awareness-week-2018,drclaudiasantif,Turnaround,1
eating-disorder-awareness-week-2018,delilahveronese,Refinery29UK,1
rare-disease-day-2018,mediajernyc,ChelseaClinton,1
experience-of-care-week-2018,tarrt,GenerationsPT,1
ocd-awareness-week-2018,drjeffnalin,ParadigmMalibu,1
dry-january-2018,hbakfam,ChocTradingCo,1
dementia-action-week-2018,drivenbyhealth1,SMT_DavidW,1
mens-health-week-2018,bon_prot,CDCSTD,1
ocd-awareness-week-2018,vic_kino,lwbean,1
cervical-cancer-prevention-week-2018,lilaclady64,Scouse_ma,1
national-dyslexia-week-2018,tucker_dj,soundcube,1
16-days-of-action-2018,fabiolaordorica,UN_Women,1
mental-health-awareness-week-2018,gagacont,ladygaga,1
16-days-of-action-2018,unwomenaust,phumzileunwomen,1
stress-awareness-day,linchpindc,NatlHeadStart,1
cervical-cancer-prevention-week-2018,liztaylor501,Quit4LifeNHS,1
cervical-cancer-prevention-week-2018,lopezgovlaw,ACS_California,1
jeans-for-genes-day,kissystyles94,MrsAnneTwist,1
wear-purple-for-jia-2018,elenanikiuk,JagtarNijjar,1
time-to-talk-day-2018,lightninglariat,TheSportsman,1
wear-purple-for-jia-2018,sirpaget,em4680,1
rare-disease-day-2018,deedecrist,TakedaOncology,1
time-to-talk-day-2018,leefashoda,TrishaL8,1
ocd-awareness-week-2018,emilemilyyyy,lwbean,1
jeans-for-genes-day,hestylemedicine,MrsAnneTwist,1
ocd-awareness-week-2018,octaaaviaaaa,lwbean,1
nutrition-and-hydration-week-2018,cerronex12tmc,WorcsHealthCare,1
wear-purple-for-jia-2018,bexily,RheumatologyUK,1
national-dyslexia-week-2018,saslib_cccu,Jisc,1
wear-purple-for-jia-2018,emjreviews,VersusArthritis,1
ovarian-cancer-awareness-month-2018,ahmedadam1809,NHSEngland,1
16-days-of-action-2018,6wdgaaeiv4hypsv,antonioguterres,1
ovarian-cancer-awareness-month-2018,jdine1969,momknowsbest15,1
16-days-of-action-2018,bobbiestamaria,IWRAW_AP,1
nutrition-and-hydration-week-2018,mynameisandyj,SisterKatie1,1
16-days-of-action-2018,whatnewsscience,EVAWuk,2
national-dyslexia-week-2018,lp_yr4,272BookFaith,1
dementia-action-week-2018,mchftjetlibrary,MidCheshireNHS,1
rare-disease-day-2018,ene3112,ChelseaClinton,1
dementia-action-week-2018,dementia_ni,JacquelineRoone,1
time-to-talk-day-2018,jeannebatchelde,2020Comms,1
national-dementia-carers-2018,plderrington,CareQualityComm,1
national-dementia-carers-2018,pelhamhouse123,alzheimerssoc,2
mnd-awareness-month-2018,pinkwellies79,Mrtompayne,1
jeans-for-genes-day,wmrgl,BHPComms,2
dementia-action-week-2018,tommytommytee18,WhoseShoes,1
time-to-talk-day-2018,amycotter99,ZoeSugg,1
dementia-action-week-2018,cllrg2013,Royal_Greenwich,1
cervical-cancer-prevention-week-2018,dawnthomas2311,RCObsGyn,1
time-to-talk-day-2018,mcapn_co_uk,ACT_4_CHANGE,1
no-smoking-day-2018,hwhackney,SmokefreeHckny,1
brain-awareness-week-2018,fdecastros,brainfilmfest,1
dry-january-2018,anjalih2017,DrinkTg,1
mental-health-awareness-week-2018,misshindzz_,thisisvasleon,1
eating-disorder-awareness-week-2018,potuspress,StopBullyingGov,1
mens-health-week-2018,kltaustin,SedgwickCounty,1
eating-disorder-awareness-week-2018,allm14891126,CPrice2184,1
16-days-of-action-2018,cordwelllucy,WhiteRibbon_UK,1
epilepsy-awareness-purple-day-2018,barkingdawgads,haleighlife8,1
brain-injury-week-2018,patrici05956479,HeadwayUK,1
brain-awareness-week-2018,dbldutchdeb,braininsights,1
rare-disease-day-2018,marladpotter,APainPrincess,1
mental-health-awareness-week-2018,suenewse99,JamesMelville,1
elf-day,thomasm69695891,thesovrangroup,1
16-days-of-action-2018,advancecharity,GalopUK,1
dementia-action-week-2018,dementiacentre,DesignRealityUK,1
jeans-for-genes-day,gillbecgch,JeansforGenes,1
elf-day,anmolsri4pc,PCsDRAG0N,1
dry-january-2018,moralfibres,MoralFibres,1
brain-injury-week-2018,justinemarklew,HeadwayBS,2
rare-disease-day-2018,kovandal,AstellasUS,1
brain-awareness-week-2018,pmcgil43,Mercaptor1,1
time-to-talk-day-2018,grantdiemgrant,TrishaL8,1
jeans-for-genes-day,trshrimpton,HartCouncil,1
brain-injury-week-2018,sortedindorset1,ColesMillerLLP,1
ovarian-cancer-awareness-month-2018,dianefuller001,NHSEngland,1
stress-awareness-day,abbyhartman,ThinkLikeaCat,1
dry-january-2018,lisasmithej,DrinkTg,1
time-to-talk-day-2018,heleny50,fishers2011,1
time-to-talk-day-2018,carlyyy_95,samsmith,1
wear-purple-for-jia-2018,g1magee,RheumatologyUK,1
16-days-of-action-2018,holadominique,UN_Women,1
eating-disorder-awareness-week-2018,maggyvaneijk,ilonacatherine,1
eating-disorder-awareness-week-2018,scissorsyndrome,teamlilyjo,1
stress-awareness-day,aparsonsr10,NatlHeadStart,1
ocd-awareness-week-2018,s831,lwbean,1
16-days-of-action-2018,cllrpayne,CambsCops,1
cervical-cancer-prevention-week-2018,shalisa_renee,AmericanCancer,1
epilepsy-awareness-purple-day-2018,borstkenna,BrainandLifeMag,2
mental-health-awareness-week-2018,viramruben,1madwoman1962,1
national-dyslexia-week-2018,vasnews,SilentShe,1
dry-january-2018,altyflowersmith,ReserveAlty,1
national-dyslexia-week-2018,thefutureisnd,soundcube,1
experience-of-care-week-2018,nicolebailey99,NancyCorcoran_,1
wear-purple-for-jia-2018,mrobson8,Ed_Miliband,1
national-dyslexia-week-2018,shaps_b,Jisc,1
national-dyslexia-week-2018,laramitch,heathfieldknoll,1
16-days-of-action-2018,thereal_mauret,EVA_Nigeria,1
national-dementia-carers-2018,susannshaw,CareQualityComm,1
epilepsy-awareness-purple-day-2018,ebyzio,MissJainaSolo,1
nutrition-and-hydration-week-2018,jolois99,melaniepick1999,1
elf-day,maddie4music,NJCHUK,1
dry-january-2018,soozehh,ChocTradingCo,1
mnd-awareness-month-2018,mndmanchester,MNDAEastSussex,1
national-dementia-carers-2018,badgerlover78,alzheimerssoc,1
ocd-awareness-week-2018,whatisadoula,lwbean,1
mnd-awareness-month-2018,remajservices,rightathomeire,1
elf-day,zer0t0l0rance,LitterboxComics,1
cervical-cancer-prevention-week-2018,danielmatheusbr,CDC_Cancer,1
eating-disorder-awareness-week-2018,ella_georgena,beatED,1
dry-january-2018,sjohnson7711,31DOVER,1
jeans-for-genes-day,harryyxlouiis,MrsAnneTwist,2
brain-awareness-week-2018,danbumbarger,AllenInstitute,1
time-to-talk-day-2018,jessroyle90,EliciaMoon,1
rare-disease-day-2018,emunoz8_munoz,RVAwonk,1
dementia-action-week-2018,designconceptuk,YourLiveWire,1
ovarian-cancer-awareness-month-2018,healingmb,BethFratesMD,1
jeans-for-genes-day,drsantiagoortiz,MariyaMoosajee,1
mens-health-week-2018,jane_cooltech,NHSOrganDonor,1
stress-awareness-day,lydiachicles,FloridaInvents,1
dementia-action-week-2018,cerishodgkison,MidCheshireNHS,1
stress-awareness-day,therapyartcloud,artinhospitals,1
jeans-for-genes-day,babyearshs,MrsAnneTwist,1
carers-week-2018,mnda_westyorks,mndassoc,1
wear-purple-for-jia-2018,bsrbr_ra,CapsieNair,1
time-to-talk-day-2018,greyseeker,The_UnSilent_,1
stress-awareness-day,yorkiespace,DogsTrust,1
ovarian-cancer-awareness-month-2018,twittmanageruk,slvrdragonfly,1
ocd-awareness-week-2018,offtlme,lwbean,1
